cashtag,sentiment score,text,source,spans,id
"$RIO","0.111","#FTSE100 ends with gains as Anglo American jumps 9% $AAL $RIO #IronOre #Commodities #GlobalNews #Shares https://t.co/TEiHzyJKrn","twitter","s Anglo American jumps 9%","719937548668256300"
"$CRUS","-0.401","$AAPL Component supplier $CRUS falls for no sale.","stocktwits","Component supplier $CRUS falls for no sale.","13084809"
"$AMZN","0.529","$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh","twitter","Nice day rally!","719535506980266000"
"$AAPL","0.367","$AAPL nibbling on a small long via 525.. buying off 13min charts..","stocktwits","nibbling on a small long;$;buying off 13min charts","10586814"
"$EFUT","0.354","$EFUT hod  posted buy pm at $4.40","stocktwits","posted buy pm at $4.40","8065304"
"$YHOO","-0.327","Jeff Smith should fire Marissa Mayer back in to 2012 $YHOO","twitter","should fire Marissa Maye","708385672998989800"
"$STX","0.495","SOMEONE is buying BIG in $STX here off the lows","twitter","SOMEONE is buying BIG;$;here off the lows","709420584979927000"
"$YELP","0.400","@Tstrar: @optiongoddess $YELP looking good","stocktwits","looking good","18365036"
"$SONC","0.666","$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance","stocktwits","Amazing run since middle of March","8596164"
"$FB","0.236","VR headsets to generate $895M in revenue in 2016 https://t.co/vQNesCwvme #VirtualReality $FB","twitter","to generate $895M in revenue","719875775097348100"
"$SRPT","0.290","$ARIA $SRPT could be lotto winners.","stocktwits","could be lotto winners","18706410"
"$ILMN","0.467","$ilmn piper Jeffries raises pt.  I remain long","twitter","piper Jeffries raises pt;$;I remain long","719523999282278400"
"$GE","0.265","$GE Looks like that support line around 24.90 held. If it can close green it could start seeing some pstv momentum, esp. if above 20-day","stocktwits","I can't understand the logic of shorting this now;$;Oh well, it helps the price go up I guess","20312961"
"$T","0.660","Rally Friday! #new52weekhighs big and small $T $JNJ $PM $WM $SYY $CPB $TWC $ISRG $ULTK and $FCTY - up over 31%. Have a fine weekend!","twitter","Rally Friday!;$;#new52weekhighs;$;p over 31%","708399906990329900"
"$CHKP","0.496","$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy","twitter","ABC Bullish Pattern","709893877566582800"
"$AL","0.070","very nice pattern on the $AL weekly but that pre earnings action Thursday needs to be resolved before I think about getting in.","stocktwits","very nice pattern on the $AL weekly;$;but that pre earnings action Thursday needs to be resolved before","13523414"
"$FTI","0.422","Institutions seem to like this class of stocks. Own 85-90% of shares in $HAL $SLB $NOV $BHI $SPN $FTI $DVR .","stocktwits","Institutions seem to like this class of stocks","12767826"
"$SIRI","0.348","Sirius XM's Lucrative E-Sports Opportunity https://t.co/5lcWFIyNa3 $SIRI","twitter","Lucrative E-Sports Opportunity","719540465188675600"
"$V","0.388","$PYPL w/ a solid start in #ecommerce checkout. $V has some momentum. $AAPL tbd at WWDC. #fintech #digitalwallets https://t.co/jhQrjz6hc5","twitter","$V has some momentum","719612962013634600"
"$AMZN","0.337","over 225 million new Internet users are being added globally every year $AMZN $FB $GOOG $BABA $CTRP $BIDU $JD https://t.co/n838HFWWxv","twitter","over 225 million new Internet users are being added globally every year","719533807897047000"
"$SMH","0.308","Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.","stocktwits","Equity indexes working on a positive engulfing for March","7399381"
"$AMGN","0.428","Big year at $AMGN delivers $2M pay hike for CEO Bradway, to $16M https://t.co/ON6Hy0Thxr #pharma by @TracyStaton","twitter","Big year at $AMGN","719545584995029000"
"$AMZN","-0.342","$AMZN dropping ~$7B of market cap because they're losing $400M of $AAPL's business may be just a tad bit of an overreaction.","twitter","$AMZN dropping ~$7B of market cap;$;because they're losing $400M of $AAPL's business","710491410789752800"
"$GRPN","0.377","$GRPN having a much better day than $FB","stocktwits","$GRPN having a much better day than $FB","8067736"
"$NFLX","0.384","Netflix $NFLX launching in Japan in the fall. Think this will be one of fastest launches of any country to date.","stocktwits","launching in Japan in the fall;$;Think this will be one of fastest launches of any country to date","36925712"
"$NXPI","0.603","$NXPI Added to nxpi going to $96 by next earnings MMW's!","twitter","Added to nxpi","719586430243090400"
"$TSE","0.119","Going back in, but slowly; TC2000 alert example: $EDU- GLB; $TSE, $ISRG https://t.co/9yYNq3mvLe https://t.co/MKkfo2Fwfn","twitter","Going back in, but slowly","710793306100228100"
"$BLUE","0.513","Added long at friday close  $SPY $LABU $BLUE $AMZN","twitter","Added long at friday close","719515579372077000"
"$WMT","0.529","$AAPL $FB $AMZN $PG $MCD $GS $C $GE $UTX $SLB $XOM $GOOGL $AGN $WMT $QQQ $IWM $GILD $HON $JPM $DIS Nice day rally! https://t.co/Usct2NeWZh","twitter","Nice day rally!","719535506980266000"
"$XLP","-0.373","seriously nothing says strong growth like $XLU and $XLP - well played","stocktwits","seriously nothing says strong growth like;$;well played","13132243"
"$SPY","-0.260","$SPY $MITK fast 56pc dive http://stks.co/3ffN $$","stocktwits","fast 56pc dive","7853493"
"$GDX","0.000","$GDX $GDXJ $NUGT $DUST $JNUG $JDST Gold Miners Bullish Percent Index ($BPGDM) Weekly (02/06/2014) http://stks.co/i1htx","stocktwits","","32370562"
"$LAMR","-0.490","Active puts @ CBOE; $AAPL 9/27/13 480 $LAMR Oct 43 & Jan 37 $MGM Jan15 10","stocktwits","Active puts","16084152"
"$ECA","0.376","@daddeo u still in $ECA? I wanted to get in this morning but missed it!","stocktwits","I wanted to get in this morning but missed it!","19034611"
"$KCG","0.384","$KCG bot at 2.24","stocktwits","bot at 2.24","10561783"
"$OKSB","0.384","$OKSB - regional bank, clearing new 52-week high from a good base. Relatively thin. http://stks.co/hMMx","stocktwits","clearing new 52-week high from a good base","12134471"
"$NFLX","0.231","$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu","stocktwits","short term consolidation then movement higher","18526288"
"$HCP","0.520","$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$","stocktwits","Come to the party and buy this;$;gonna give solid gains and a dividend","34332530"
"$FB","-0.421","$FB still a dog going much lower this week","twitter","$FB still a dog going much lower this week","719523139730993200"
"$TSLA","-0.057","$KNDI China electric car maker. China car sales +7.8%. Also, may feed off $TSLA momentum run lately. #TESLA #trade https://t.co/D9GreWOu6f","twitter","$KNDI China electric car maker. China car sales +7.8%.","719528176096030700"
"$WPRT","0.298","$FSLR, $WPRT, $ANR, $RGR Holy green day batman.  luv it when a plan comes together. tks again to @MoonRock for half my picks these days.","stocktwits","Holy green day batman;$;luv it when a plan comes together","10892920"
"$GLD","0.462","Scans out later, but a couple of notes. Very rarely does the Intermarket RS list have a 20pt mover, this week $GLD went from 26 to 66","stocktwits","went from 26 to 66","8205873"
"$JCP","0.360","$JCP remember she can squeeze as market dips too","stocktwits","remember she can squeeze as market di","16915153"
"$AWAY","0.184","RT Keep eye on @rsblades $AWAY http://stks.co/c2OS Needs to make a solid break thru current resistance $22 -could run to $24 in short order","stocktwits","Needs to make a solid break thru current resistance","8784472"
"$BAXS","-0.349","@Innovative Sometimes I question why I bother in sub $5.00 stocks.  Retail is so short sighted.  $BAXS is one press release away from $1.30","stocktwits","Sometimes I question why I bother in sub $5.00 stocks;$;Retail is so short sighted","21778536"
"$DIA","0.165","$SPY RSI lowest level since October 2012 $DIA","stocktwits","RSI lowest level since October 2012","15249839"
"$ATVI","0.259","Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament","twitter","Announces Record #Esports Viewership","719905644648632300"
"$NUE","0.608","$AKS Well here you go..at least you know what sector will be white hot next week..huge buy in all these names..$AKS,$NUE,$STLD,$X..nice work","stocktwits","huge buy in all these names","37312789"
"$GOOGL","0.189","$GOOGL has a weird base but it has tightened up the past few days into a decent handle.  Pretty tight for a month now actually.","twitter","decent handle;$;Pretty tight for a month now","719602897479168000"
"$GILD","-0.083","$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation","stocktwits","Sandbagged the guidance;$;was cautiously optimistic","32199482"
"$FB","0.528","$FB has 20 times the advertisers of $TWTR. Why? @jack @support suspends advertisers with no explanation or #custserv https://t.co/quEvnu8RCw","twitter","$FB has 20 times the advertisers of $TWTR","719486879842902000"
"$ARIA","0.500","@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.","stocktwits","they are all poised to breakout.","20276674"
"$INFI","-0.007","AAPL Day Low See Here ---> https://t.co/en3DK588lL  $AAPL $INFI $LPNT #share","twitter","","719903541167464400"
"$SDRL","0.651","$ENDP back at highs. $SU energy play. $UNT trying to break out of 5 day range. $SDRL 3.69 long #stocks #investing #tradeideas","twitter","$SDRL 3.69 long","710115038011465700"
"$SOX","0.371","Indexes & industry groups I track that closed Friday with the RS line in new highs. $SOX $NDX $IBD50 $IBD20 $PNQI $FPX","stocktwits","closed Friday with the RS line in new highs","19869247"
"$UGAZ","-0.620","$UGAZ $DGAZ gonna start shorting every 10%+ move on both of these","stocktwits","gonna start shorting every 10%","31015066"
"$QQQ","0.373","@ivanhoff: Large cap tech is finally trying to catch up with the rest of the market. $QQQ $GOOG $AAPL","stocktwits","Large cap tech is finally trying to catch up with the rest of the market","13279906"
"$ALXA","0.388","$ALXA needs a rush of buyers... i like it tho","stocktwits","needs a rush of buyers;$;i like it tho","13451840"
"$JUNO","0.455","$JUNO got some good news today, $CELG exercised its option to take CD19 program outside of N.A. & China & pay $50mln fee.","twitter","$JUNO got some good news today","719669537201725400"
"$ESRX","0.420","$ESRX has room to go","twitter","has room to go","719915781719347200"
"$ETRM","0.221","$ETRM Dilution don't scare me!!!","stocktwits","Dilution don't scare me!!!","39047584"
"$CLF","-0.067","$CLF bumped up against resistance 3 times on 5min is the 4th a charm?","stocktwits","bumped up against resistance 3 times on 5min","35950566"
"$NUGT","-0.241","$USO $UWTI $XLE $SPY $SPX $NUGT $AAPL  Iraq Boosts Oil Production to Record Before Talks to Cap Output https://t.co/764YCYOh8l via @business","twitter","Iraq Boosts Oil Production to Record","719493174167625700"
"$NVDQ","0.405","$NVDQ watch for momentum above $15 http://stks.co/eh0K","stocktwits","watch for momentum above","15530874"
"$TSLA","0.342","Tesla: A 600% Yearly Return Is Not An Ordinary Occurrence $TSLA http://stks.co/h0NA2","stocktwits","A 600% Yearly Return Is Not An Ordinary Occurrence","20795798"
"$TSLA","-0.641","It's gonna short $TSLA at tomorrow's opening https://t.co/86HfCSyqCn","twitter","It's gonna short $TSLA at tomorrow's opening","719672950044106800"
"$ATHX","0.401","$ATHX riding 5dma higher, dropping to 13dma at the dips, sign of a healthy advancing stock that stays above 20dma","stocktwits","sign of a healthy advancing stock that stays above 20dma","33674145"
"$SPY","-0.675","Oh man I want $ES_F $Spy down big would be AWESOME tomo! @nbardta @gatorbay @themoneysquare @optionassassin","stocktwits","down big would be AWESOME","5887305"
"$ISRG","0.406","Intuitive Surgical $ISRG is in a great financial position, take a look https://t.co/VahhJAcBFG https://t.co/24hQTQX4ou","twitter","n a great financial position","709019023921561600"
"$RNN","0.411","$RNN day traders flushed out, it should start going up slowly from now on .","stocktwits","it should start going up slowly from now on","21805951"
"$ICPT","-0.317","Today's losers: $HTZ $CAR $ENDP $ICPT $BLUE $NOV $UA $PANW","twitter","Today's losers","719652260322476000"
"$T","0.655","like $T for a breakout long as well. getting through the 100 and 200 MA could see it run.","stocktwits","breakout long;$;through the 100 and 200 MA;$;see it run","5509901"
"$PX","0.279","$PX may have a lower entry point if it can confirm. chart update explains key points. Confirmation is key.","stocktwits","may have a lower entry point","37476848"
"$RAD","0.269","$RAD All my charts are flashing oversold.","stocktwits","All my charts are flashing oversold.","25145744"
"$TSPT","0.499","$TSPT  long 8.00","stocktwits","long","5959915"
"$MDLZ","-0.498","Ackman’s Pershing Square Trims Its Stake in Mondelez https://t.co/uJgBKXbFsS $MDLZ","twitter","Trims Its Stake","710554129844797400"
"$JKHY","0.000","#Fintech provider $CAFN Cachet Financial Solutions Surging Forward today post earnings Up +13.26% https://t.co/9BJ3csk2i9 $JKHY $FISV #Momo","twitter","Up +13.26%","708381020765052900"
"$FB","0.347","STO Apr $FB 109/112 call spreads at 1.40.","twitter","","719564967972765700"
"$ORCL","0.509","5 Best Analyst Rated Stocks in Last 72hrs: $ORCL $AAPL $CBS $INO $CPXX View all ratings here: https://t.co/IRID6zd5gc","twitter","5 Best Analyst Rated Stocks","710496429974888400"
"$AAPL","-0.248","$AAPL Beat the estimates. Will still go down on lack of new products. https://t.co/sX3z7u6N8o","twitter","Will still go down on lack of new products","719908259893616600"
"$JAZZ","0.570","@plennejm I think $JAZZ has plenty of room to run and lots of momentum to continue pushing it to new highs. Currently have a PT of $150+","stocktwits","I think $JAZZ has plenty of room to run and lots of momentum to continue pushing it to new highs","18405590"
"$ASTX","-0.676","$ASTX dump it for minor loss!","stocktwits","dump it for minor loss","9369557"
"$WLL","0.293","$WLL lots of nice setups in Energy http://stks.co/a0cwE liking Whiting more each day $CRZO too  http://stks.co/i0gYN","stocktwits","lots of nice setups in Energy ;$;liking Whiting more each day $CRZO too","23526008"
"$SPY","-0.382","+.20 in my $SPY puts $AAPL lookin' ILL again. Lets BURN! looking for my bottom at 2:30ish!","twitter","Lets BURN!","709439542089158700"
"$TWTR","0.284","$FB $YELP and $LNKD up AH on $TWTR beat.","stocktwits","beat;$;up AH","25160682"
"$SINA","0.328","$SINA hear all that before short crap and every time it jumps back in range of 70 bucks","stocktwits","every time it jumps back in range","6929823"
"$AAPL","0.232","@GerberKawasaki a bit disappointed with Apple Watch, was expecting some bigger updates. Otherwise long $AAPL","twitter","Otherwise long","711987709972127700"
"$PRGN","0.265","$PRGN A bottom right here?","stocktwits","A bottom right here?","28703227"
"$ET","0.448","Accumulating GOBS of $ET $CRM will not be outshined by $ORCL $$","stocktwits","Accumulating","11107935"
"$CHTR","0.431","Charter $CHTR Stock Gains Ahead of FCC Approval of Time Warner Cable Deal https://t.co/qbz1vC1IbT #StockAction","twitter","","710110155216584700"
"$AAPL","0.127","Elon Musk’s Comparision Of $TSLA With $AAPL Doesn’t Go Well http://stks.co/c1gze","stocktwits","Elon MuskÃ¢â‚¬â„¢s Comparision Of $TSLA With $AAPL DoesnÃ¢â‚¬â„¢t Go Well","32648097"
"$OUTR","0.216","Good Morning! Here's some of the most trending among #Investors this morning.  $VRX $AAPL $OUTR $DSW $DWTI $MJN $ALR $PLCE $SPPI $TIF","twitter","the most trending","709731726726193200"
"$EBAY","-0.454","Anyone else see an issue with this. No wonder $ebay stock sucks  https://t.co/Q7AYiSkSes","twitter","Anyone else see an issue with this. No wonder $ebay stock sucks","719611920110776300"
"$GOOG","0.332","Unusual Call Activity https://t.co/Cg7Yk4msrI $VXX $CLF $EEM $HYG $C $INTC $XOP $AA $VRX $GS $SBUX $JPM $MGM $USO $QQQ $BAC $CMG $CSCO $GOOG","twitter","Unusual Call Activity","710863854381563900"
"$RDEN","0.242","@BeckyHiu: $RDEN $EL green, lol... make-up to cover ugliness #ftw http://stks.co/b0Q2Q"" <-- RS yesterday BOOM today","stocktwits","green, lol... make-up to cover ugliness","21856695"
"$ASPS","-0.438","2⃣0⃣Biggest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP https://t.co/ekwqzpzxmJ","twitter","Biggest Market Losers","709834259687710700"
"$CLF","0.332","Unusual Call Activity https://t.co/Cg7Yk4msrI $VXX $CLF $EEM $HYG $C $INTC $XOP $AA $VRX $GS $SBUX $JPM $MGM $USO $QQQ $BAC $CMG $CSCO $GOOG","twitter","Unusual Call Activity","710863854381563900"
"$PPC","0.274","Quality Stocks With High Cash Returns: http://stks.co/b1eOk $DTV $STX $SFUN $PPC $ELN","stocktwits","Quality Stocks With High Cash Returns","32427089"
"$HTS","0.273","In Play Longs: $AU $CHK $CANF $HTS $LEI $NXPI $SA $SNE $STX $TOL","twitter","In Play Longs","719517217247735800"
"$VRX","-0.438","2⃣0⃣Biggest Market Losers $VRX $CSTM $ZYNE $ENDP $ARLZ $PTX $BLCM $NVIV $SGY $LABU $WBAI $SID $CJES $MNK $ASPS $HZNP https://t.co/ekwqzpzxmJ","twitter","Biggest Market Losers","709834259687710700"
"$BAMXY","0.567","BMW Takes A Leap Ahead Of Tesla https://t.co/Wo24kEO40U $TSLA $BAMXY  #CarShare #SustainableTransport  @TeslaMotors","twitter","BMW Takes A Leap Ahead Of Tesla","719756644968763400"
"$SPY","-0.502","Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY","stocktwits","Short interest increases yet again","8504139"
"$NFLX","-0.131","#Netflix raising prices for 17m subscribers by $2. So: if you're paying $7.99 now, you'll be paying $9.99 next month. Will you cancel? $NFLX","twitter","Netflix raising prices for 17m subscribers by $2.","719501877843349500"
"$SCTY","0.309","$scty covered up last of it 36.2","stocktwits","covered up last of it","14024460"
"$HD","0.366","On #FEDDAY looking for a sharp move up in equities $AAPL $HD $LOW $FB seeing $UVXY $TVIX getting hammered, even though market is down.","twitter","looking for a sharp move up in equities","710143603524427800"
"$REGN","0.115","Out of $AMGN one year later. I'm tired of waiting here. The story of Q2 will be long $REGN and small NASH m&a pickups. #biotech","twitter","Out of $AMGN one year later;$;I'm tired of waiting here","719549796994814000"
"$TEA","0.390","While fear is mechanically driving public markets LOWER, record corp. cash & cheap financing is fueling a wave of acquisitions $KYAK $TEA","stocktwits","cash & cheap financing is fueling a wave of acquisitions","10573348"
"$JNPR","-0.556","Juniper tumbles on Q1 warning; Cisco also lower https://t.co/N8X8BpLJ1E $JNPR $CSCO","twitter","Juniper tumbles on Q1 warning","719623868495728600"
"$AAPL","0.300","$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.","stocktwits","probably hit a near term high;$;Momentum slowing after a huge run","25969840"
"$TNET","0.000","Nice names on watch for tomorrow $TUES long $8+, $CVEO short $1.85-2.00. $GERN $TNET $WDC potential r/g and $GOGO short under $11. #stocks","twitter","","711745824884187100"
"$WX","-0.325","$WX Decent pull back . .","stocktwits","Decent pull back","39050045"
"$GOOGL","0.268","Google, Baidu,Tesla On Fast Track To Create 'Robot Cars' https://t.co/2noYpnBLBE  #autonomous #selfdrive $AAPL $GOOGL $BIDU $TSLA","twitter","Google, Baidu,Tesla On Fast Track To Create 'Robot Cars'","719901932169527300"
"$FRO","0.150","$FRO Wouldn't be surprised by $33 oil. Cheaper oil will introduce more shipment and higher tanker rates.","stocktwits","Cheaper oil will introduce more shipment and higher tanker rates.","30919823"
"$WYNN","0.345","$IBM was THE play today but this $WYNN aint bad iether","stocktwits","aint bad iether","9756290"
"$AMZN","0.426","$AMZN up 5 points from yesterday's trade entry and alert - target above $600 @bullsonwallst https://t.co/2oLhbsYesD","twitter","$AMZN up 5 points from yesterday's trade entry and alert","709803667948318700"
"$AMBA","-0.415","@AgentZero: $AMBA Did Jim Cramer recommend this last week?  What's behind this drop?"" haha!","stocktwits","What's behind this drop?","38625785"
"$EBAY","-0.946","$EBAY pure garbage stock http://stks.co/gqG0 from http://stks.co/gqG1","stocktwits","pure garbage stock","16669526"
"$SMH","0.333","$INTC and whole Semiconductor space looks interesting, chart wise $SMH  https://t.co/gkCftxgx53","twitter","whole Semiconductor space looks interesting","719581208120844300"
"$FB","-0.186","Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork","twitter","Sells 109,000 Shares of Facebook","719528734299197400"
"$ORCL","0.181","$SAP Q1 disappoints as #software licenses down. Real problem? #Cloud growth trails $MSFT $ORCL $GOOG $CRM $ADBE https://t.co/jNDphllzq5","twitter","trails $MSFT $ORCL $GOOG $CRM $ADBE","719599233280512000"
"$V","-0.377","$V $PCLN CNBC A Up'd both... short   lololol   @KeyTrader1 @CamilleHurn @WartenbergHans @TradersCom @JohnConaway @ultrashort1 @TheDayTradr","twitter","short","719582524142403600"
"$FB","0.275","@sherylsandberg how about a stock split? sure it's psychological--would i likely buy more $50 stocks or $100 stocks $FB","twitter","how about a stock split?","719880627412148200"
"$FB","0.471","Followed the levels I shared with you on $NFLX $GOOGL $TSLA calls for nice gains. Still holding $FB 110 calls. Week made in a morning.","twitter","calls for nice gains;$;Still holding;$;Week made in a morning","709418142645137400"
"$GOOG","0.118","@dasan And in the best case, 15-20 years from now $GOOG is no different than $INTC today -- efficient but boring.","twitter","efficient but boring.","719585625859428400"
"$AMZN","0.194","$AMZN  update the buy point has changed to 319 from 318 this is only for today.","stocktwits","buy point has changed to 319 from 318","16080172"
"$IBIO","0.495","$IBIO Momentum on bird flu will continue as it has just started.  Meanwhile, Ibio seems to be gaining big money.  Shorts will be hurting.","stocktwits","Ibio seems to be gaining big money;$;Shorts will be hurting","35904055"
"$TSLA","0.598","Seat belt recall? who cares....  I'm a buyer $TSLA","twitter","I'm a buyer","719572200051880000"
"$UA","0.314","Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA","twitter","Stocks Higher In Afternoon Trade","719599977480253400"
"$AAPL","-0.382","+.20 in my $SPY puts $AAPL lookin' ILL again. Lets BURN! looking for my bottom at 2:30ish!","twitter","Lets BURN!","709439542089158700"
"$AAPL","-0.039","$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.","stocktwits","Now I'm glad I got stopped out","31099441"
"$BBRY","0.145","Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.","stocktwits","So far good $BBRY did not break;$;coz I was told that is key support level","24462309"
"$QLYS","-0.259","$QLYS all out for now +5.1%","stocktwits","all out for now","34407013"
"$SCTY","0.329","Covered Call Alerts for $TSLA, $SCTY, $BABA, $MU & $TWTR from InvestorsObserver today: https://t.co/XMw7rkUvCm #OptionsTrading #CoveredCalls","twitter","Covered Call","710127113127530500"
"$UGAZ","0.259","I sold half of my $UGAZ Long here at $2.75 from my $2.51 entry yesterday noted here: http://stks.co/q1S6v Moved stop to entry price.","stocktwits","I sold half of my $UGAZ Long here","32476166"
"$BIDU","0.222","$URI over 100% upside left from here in next 6 mnths based  $SINA nov 2010 $LNKD 100% from here based off $BIDU july 2007. History rhymes","stocktwits","over 100% upside left from here in next 6 mnths","12108658"
"$HK","-0.573","what is up with $HK..... from Jan to now it's been a sinking ship...","stocktwits","it's been a sinking ship","10310716"
"$SYMC","-0.451","$SYMC Jan-18 6 Put with a big print, 15k for $0.18","twitter","Jan-18 6 Put with a big print","709749425208320000"
"$CLWR","0.511","2013 LONGS(12/31/2012 close) $CLWR >2.89 $SIRI >2.89 $SWHC >8.44 $GE >20.99 $HAL >34.69 $EBAY >51.00 $PAL >1.30 >>> I'm UP( +8.332% ) YOU?","stocktwits","LONGS","12248515"
"$YELP","0.294","@StocksThatTalks why aren't you loading up on $YELP than? Future profits will be huge. Surely you aren't investing in this stock based on Q1","stocktwits","Future profits will be huge","22695238"
"$OCN","-0.133","$OCN Major pump and dump coming this week. Follow the money.","stocktwits","Major pump and dump coming this week","31710623"
"$PKT","0.452","RT @StockTwits50 In a mostly red tape this morning, biggest St50 gainers are $MELI $PKT $SWI","stocktwits","biggest St50 gainers","6006891"
"$UGAZ","0.168","$UGAZ still like the challenge of this trade...but I'll wait a little longer before re-entering.","stocktwits","wait a little longer before re-entering","30632010"
"$GLD","0.272","@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z","stocktwits","possible double bottom set up","17792845"
"$TZA","-0.134","$IWM Short week next week.  Charts targeting a high of $92.80.  $TNA $84.65  $TZA $9.97. Still holding 150 $TNA shares from 450. SL 79.11","stocktwits","Short week next week","12105568"
"$IGE","0.419","Breaking 52 week highs timing looks great now $AHS $BABY $POST $IGE $IRDM $EWBC $PHYS $ULTA $VNET $BIV https://t.co/11K8JzuzMU","twitter","Breaking 52 week highs timing looks great now","719939196627116000"
"$JPM","0.314","Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA","twitter","Higher In Afternoon Trade;$;Buy Point","719599977480253400"
"$MGM","0.219","$JBLU JetBlue Short Squeeze Ready To Upside w Crossing Important Technical Level https://t.co/6rjzhN82jW $SAVE $DAL $AAL $VA $UAL $LUV $MGM","twitter","Short Squeeze Ready To Upside w Crossing Important Technical Level","708351849796083700"
"$AAPL","0.529","$AAPL http://stks.co/1LDx Clearing this descending trend line / buy area now","stocktwits","buy area now","5960438"
"$INTC","-0.302","Google, IBM, ARM And AMD Begin The Assault On Intel's Server Franchise $INTC https://t.co/Ha2SLjFSd4","twitter","Begin The Assault On Intel","719762401156034600"
"$YHOO","0.087","Today I bought more $MU $YHOO $VALE $NBL $TWTR $AXP $ZNGA https://t.co/Vt6T5Zp2is","twitter","Today I bought more","719585607215808500"
"$AAPL","-0.312","@h3bk11 Sounds like $FB is getting the $AAPL treatment - analysts conjuring up metrics to bring it down and boost their short positions.","twitter","analysts conjuring up metrics to bring it down and boost their short positions.","719691311943536600"
"$CMCSA","0.395","TV Remote Control Maker Surges On Deal With Comcast https://t.co/dxOexHtgHd $UEIC $CMCSA","twitter","Surges On Deal","708433303922204700"
"$STX","0.489","Chanos: If i had to pick one it would be $STX","stocktwits","If i had to pick one it would be","13461331"
"$ISIS","-0.259","$ISIS This will be a rough climb to the top.  Many traders and bag holders looking to get out.","stocktwits","This will be a rough climb to the top;$;Many traders and bag holders looking to get out","34779026"
"$AA","0.314","Stocks Higher In Afternoon Trade; Intel Nears Buy Point: https://t.co/Qs0P3dqokP $GLD $INTC $AA $JPM $WFC $C $DLTH $WB $UA","twitter","Stocks Higher In Afternoon Trade","719599977480253400"
"$ISR","0.566","@lcc007: $ISR bullish pennant/symmetrical triangle b/o in progress. Long from $2.66 http://stks.co/p0T1O"" // BOOOM","stocktwits","bullish pennant/symmetrical triangle b/o in progress;$;Long from $2.66","24061441"
"$TSLA","-0.189","@DayTraderBio Not sure we can see too much $TSLA up side thus week","twitter","Not sure we can see too much $TSLA up side thus week","711377964647129100"
"$PCLN","-0.287","$PCLN Memories: NO one Believes in Flyin' anymore :  http://stks.co/bP5B","stocktwits","NO one Believes in Flyin' anymore","12824244"
"$TNA","0.322","$TNA In 73.24","stocktwits","In 73.24","23774048"
"$AMZN","-0.506","I am not optimistic about $amzn both fundementals and charts look like poopoo this quarter.","stocktwits","I am not optimistic;$;fundementals and charts look like poopoo this quarter.","5542818"
